userid, password,residence_state, high_school_name, high_school_city, high_school_state,GPA, college_class,major_1,major_2, SAT_math, SAT_EBRW, ACT_English, ACT_math, ACT_reading, ACT_science, ACT_composite, SAT_literature, SAT_US_hist, SAT_world_hist, SAT_math_I, SAT_math_II, SAT_eco_bio, SAT_mol_bio, SAT_chemistry, SAT_physics,num_AP_passed
test623,pass623,WY,Mountain Lakes High School,Mountain Lakes,NJ,0.76,2028,Respiratory Care Therapy/Therapist,Art/Art Studies,210,360,30,9,35,23,24,250,520,550,300,640,430,720,710,290,0
test624,pass624,TX,Mountain Lakes High School,Mountain Lakes,NJ,1.65,2028,Ecology,Design and Applied Arts,300,340,7,34,32,30,26,500,440,720,760,420,380,760,750,750,7
test625,pass625,IA,Mountain Lakes High School,Mountain Lakes,NJ,0.17,2027,Digital Communication and Media/Multimedia,Civil Engineering,260,630,5,6,18,28,14,720,550,240,390,730,510,740,720,420,1
test626,pass626,AL,Mountain Lakes High School,Mountain Lakes,NJ,2.87,2024,Ecology,Interior Architecture,790,520,8,8,33,5,14,330,580,450,690,490,680,340,660,410,2
test627,pass627,MT,Mountain Lakes High School,Mountain Lakes,NJ,3.73,2021,Multi-/Interdisciplinary Studies,Physical Sciences,270,260,29,13,13,11,16,540,410,780,570,530,490,800,690,450,7
test628,pass628,RI,Mountain Lakes High School,Mountain Lakes,NJ,1.21,2022,Engineering,Interior Architecture,720,450,31,16,20,7,18,390,660,440,290,680,590,350,550,250,5
test629,pass629,KS,Mountain Lakes High School,Mountain Lakes,NJ,2.73,2023,Physics,Registered Nursing/Registered Nurse,690,550,17,14,28,27,22,530,800,630,240,540,210,330,490,670,3
test630,pass630,TN,Mountain Lakes High School,Mountain Lakes,NJ,3.67,2025,Biochemistry,Printmaking,390,290,35,30,9,5,20,260,460,260,770,210,480,500,280,730,9
test631,pass631,NM,Mt. Brook High School,Mountain Brook,AL,0.83,2024,Human Computer Interaction,Comparative Literature,410,500,14,33,22,24,23,570,330,290,740,410,380,700,640,350,8
test632,pass632,TX,Mt. Brook High School,Mountain Brook,AL,3.71,2021,Spanish Language and Literature,Illustration,200,240,2,33,25,31,23,310,550,700,330,800,780,300,790,420,6
test633,pass633,ME,Mt. Brook High School,Mountain Brook,AL,0.05,2025,Linguistics,Psychology,360,270,1,36,20,13,18,370,700,300,570,680,770,470,540,290,4
test634,pass634,OK,Mt. Brook High School,Mountain Brook,AL,3.89,2028,Spanish Language and Literature,Chemistry,640,290,18,29,13,35,24,710,570,640,780,620,730,430,370,800,10
test635,pass635,MD,Mt. Brook High School,Mountain Brook,AL,0.57,2024,Graphic Design,Civil Engineering,680,460,16,27,30,16,22,200,630,430,440,270,200,420,390,690,7
test636,pass636,CA,Mt. Brook High School,Mountain Brook,AL,0.29,2028,Chemistry,Environmental Studies,580,440,31,26,31,36,31,340,530,500,430,550,490,770,750,320,1
test637,pass637,MS,Mt. Brook High School,Mountain Brook,AL,0.95,2025,Physics,Biochemistry,490,450,12,8,33,5,14,390,530,330,220,690,610,220,470,390,5
test638,pass638,WA,Mt. Brook High School,Mountain Brook,AL,2.13,2023,Psychology,Fine Arts and Art Studies,310,470,4,34,30,8,19,240,260,230,560,550,530,740,450,750,0
test639,pass639,UT,Mt. Brook High School,Mountain Brook,AL,1.52,2025,Film/Video and Photographic Arts,Environmental Design/Architecture,410,430,22,1,26,4,13,210,660,490,500,300,470,510,550,530,9
test640,pass640,HI,Mt. Brook High School,Mountain Brook,AL,1.73,2028,Computer and Information Sciences,German Language and Literature,730,600,30,15,8,3,14,580,300,520,650,270,800,800,670,710,1
test641,pass641,NM,Naperville Central High School,Naperville,IL,2.48,2026,Biology/Biological Sciences,Psychology,630,510,26,23,22,22,23,410,380,780,730,250,340,790,670,740,0
test642,pass642,OK,Naperville Central High School,Naperville,IL,2.12,2028,Art/Art Studies,Athletic Training/Trainer,790,630,3,30,33,35,25,450,500,580,290,310,480,580,640,230,0
test643,pass643,MN,Naperville Central High School,Naperville,IL,1.52,2025,Comparative Literature,Human Computer Interaction,420,200,30,29,8,28,24,310,430,400,520,780,530,690,610,240,10
test644,pass644,CA,Naperville Central High School,Naperville,IL,1.37,2023,Film/Cinema/Video Studies,Biology/Biological Sciences,470,640,5,8,28,9,12,310,250,510,320,460,510,410,340,590,9
test645,pass645,IL,Naperville Central High School,Naperville,IL,3.95,2021,French Language and Literature,Polysomnography,300,310,8,15,23,22,17,520,250,550,790,250,770,300,450,710,1
test646,pass646,KY,Naperville Central High School,Naperville,IL,0.97,2021,Ecology,Civil Engineering,450,530,25,26,5,30,22,270,650,800,610,650,570,800,640,570,1
test647,pass647,MO,Naperville Central High School,Naperville,IL,2.94,2028,Intermedia/Multimedia,European Studies/Civilization,230,330,22,30,3,16,18,310,800,720,540,350,770,400,400,540,10
test648,pass648,MN,Naperville Central High School,Naperville,IL,1.4,2026,Social Work,Ceramic Arts and Ceramics,210,440,14,21,12,25,18,720,320,720,460,570,380,580,490,310,3
test649,pass649,KS,Naperville Central High School,Naperville,IL,1.03,2026,Film/Video and Photographic Arts,Sustainability Studies,540,230,23,16,31,22,23,260,240,200,550,360,640,220,270,560,7
test650,pass650,CT,Naperville Central High School,Naperville,IL,1.27,2027,Multi-/Interdisciplinary Studies,Sociology,680,370,16,20,23,28,22,400,510,340,260,700,680,380,560,300,2
test651,pass651,SD,Neuqua Valley High School,Naperville,IL,3.3,2023,Film/Cinema/Video Studies,Intermedia/Multimedia,550,430,8,32,30,11,20,370,540,430,350,690,210,200,420,430,9
test652,pass652,IA,Neuqua Valley High School,Naperville,IL,1.69,2024,Polysomnography,Painting,700,780,12,26,4,19,15,590,590,560,790,710,390,580,530,490,0
test653,pass653,NH,Neuqua Valley High School,Naperville,IL,1.21,2028,Pharmacology,Fine/Studio Arts,340,480,18,16,8,16,14,470,430,350,680,410,780,590,690,290,2
test654,pass654,CA,Neuqua Valley High School,Naperville,IL,0.73,2023,Biology/Biological Sciences,Intermedia/Multimedia,390,760,28,32,18,7,21,210,520,680,230,230,330,580,790,550,9
test655,pass655,MS,Neuqua Valley High School,Naperville,IL,0.51,2027,Electrical and Electronics Engineering,European Studies/Civilization,230,610,2,30,18,5,14,470,240,430,460,420,210,590,320,370,7
test656,pass656,MN,Neuqua Valley High School,Naperville,IL,3.11,2025,Cinematography and Film/Video Production,Athletic Training/Trainer,780,470,7,1,10,2,5,580,420,440,240,710,710,590,690,230,2
test657,pass657,OK,Neuqua Valley High School,Naperville,IL,0.82,2024,Athletic Training/Trainer,Information Science/Studies,630,280,26,25,8,17,19,480,660,590,270,310,570,580,720,670,8
test658,pass658,SC,Neuqua Valley High School,Naperville,IL,0.11,2026,Registered Nursing/Registered Nurse,Electrical and Electronics Engineering,370,270,28,10,12,24,18,620,260,270,530,710,540,610,740,460,7
test659,pass659,AR,Neuqua Valley High School,Naperville,IL,1.7,2023,Computer and Information Sciences,Digital Communication and Media/Multimedia,750,480,6,18,4,13,10,340,330,500,450,490,770,550,360,670,7
test660,pass660,CT,Neuqua Valley High School,Naperville,IL,2.44,2022,Political Science and Government,Drawing,560,580,27,13,32,36,27,670,760,440,410,760,460,490,540,740,2
test661,pass661,KS,New Trier Township High School,Winnetka,IL,3.89,2021,Intermedia/Multimedia,Business Administration and Management,760,770,32,30,23,23,27,250,340,590,520,630,640,620,250,800,3
test662,pass662,IA,New Trier Township High School,Winnetka,IL,2.39,2027,Photography,Polysomnography,530,790,7,13,10,2,8,650,500,510,320,660,750,250,410,450,3
test663,pass663,NJ,New Trier Township High School,Winnetka,IL,0.75,2025,Electrical and Electronics Engineering,Multi-/Interdisciplinary Studies,560,300,21,15,1,1,10,250,200,750,330,490,800,230,530,750,10
test664,pass664,IN,New Trier Township High School,Winnetka,IL,3.45,2028,Women&apos;s Studies,Music,590,740,7,19,8,26,15,240,570,240,400,340,640,340,330,510,5
test665,pass665,WI,New Trier Township High School,Winnetka,IL,2.89,2021,African-American/Black Studies,Linguistics,360,560,5,2,4,33,11,310,440,250,320,250,260,380,400,620,6
test666,pass666,AZ,New Trier Township High School,Winnetka,IL,3.81,2020,Philosophy,Health Services/Allied Health/Health Sciences,240,360,36,21,25,31,28,500,730,370,590,780,720,660,690,500,4
test667,pass667,TN,New Trier Township High School,Winnetka,IL,1.77,2028,History,Ceramic Arts and Ceramics,530,770,3,25,23,2,13,240,430,550,490,530,340,260,400,280,10
test668,pass668,CO,New Trier Township High School,Winnetka,IL,2.07,2027,English Language and Literature,Art/Art Studies,510,500,28,35,15,22,25,400,550,490,310,730,630,300,500,690,10
test669,pass669,PA,New Trier Township High School,Winnetka,IL,1.3,2026,Asian Studies/Civilization,Music,670,610,18,6,21,22,17,260,760,610,640,410,610,660,480,530,3
test670,pass670,RI,New Trier Township High School,Winnetka,IL,2.64,2027,Sustainability Studies,Ecology,630,530,32,3,29,15,20,280,730,650,800,710,270,450,550,240,2
test671,pass671,TN,Niles North High School,Skokie,IL,3.57,2021,Graphic Communications,Linguistics,320,550,16,14,2,17,12,330,370,590,750,490,620,270,530,310,1
test672,pass672,VT,Niles North High School,Skokie,IL,0.04,2028,Physical Sciences,Athletic Training/Trainer,200,220,10,35,20,28,23,800,430,220,480,440,580,250,460,530,1
test673,pass673,NJ,Niles North High School,Skokie,IL,3.64,2027,Intermedia/Multimedia,American/United States Studies/Civilization,670,610,14,16,6,8,11,310,720,310,550,800,700,520,600,760,0
test674,pass674,KY,Niles North High School,Skokie,IL,2.86,2027,Journalism,Comparative Literature,690,480,30,23,34,20,27,570,670,530,230,690,580,770,530,530,0
test675,pass675,NM,Niles North High School,Skokie,IL,1.11,2023,Human Computer Interaction,Health Services/Allied Health/Health Sciences,370,700,20,10,11,25,16,790,380,800,240,710,520,480,390,290,0
test676,pass676,MD,Niles North High School,Skokie,IL,0.63,2028,Civil Engineering,Graphic Communications,390,310,30,13,30,31,26,510,470,760,590,630,330,230,360,520,9
test677,pass677,VT,Niles North High School,Skokie,IL,2.47,2024,Visual and Performing Arts,Anthropology,230,290,10,25,11,15,15,580,490,730,730,580,350,260,610,480,9
test678,pass678,UT,Niles North High School,Skokie,IL,3.57,2024,Engineering,French Language and Literature,250,450,15,20,5,27,17,580,370,430,570,310,220,480,620,360,0
test679,pass679,AK,Niles North High School,Skokie,IL,0.22,2022,Environmental Design/Architecture,Intermedia/Multimedia,730,300,20,18,34,17,22,750,670,320,280,740,510,510,800,510,2
test680,pass680,KS,Niles North High School,Skokie,IL,2.79,2026,Social Work,Fine Arts and Art Studies,330,710,35,15,30,34,28,220,230,240,370,580,420,600,760,200,2
test681,pass681,PA,North Carolina School of Science and Mathematics,Durham,NC,2.49,2023,Music,Political Science and Government,290,580,25,22,2,27,19,540,670,590,260,660,700,550,570,720,6
test682,pass682,SC,North Carolina School of Science and Mathematics,Durham,NC,0.43,2022,Fashion/Apparel Design,Clinical Laboratory Science/Medical Technology/Technologist,400,490,10,13,17,27,17,550,500,410,600,270,220,370,740,680,9
test683,pass683,DE,North Carolina School of Science and Mathematics,Durham,NC,1,2022,Anthropology,German Language and Literature,710,260,5,20,13,22,15,530,640,410,670,630,340,520,250,750,5
test684,pass684,GA,North Carolina School of Science and Mathematics,Durham,NC,1.17,2022,Religion/Religious Studies,Social Work,560,710,18,29,15,14,19,230,670,360,380,630,370,400,410,330,0
test685,pass685,MA,North Carolina School of Science and Mathematics,Durham,NC,1.03,2021,Comparative Literature,Engineering,380,400,27,22,35,1,21,480,280,460,550,780,260,360,510,800,10
test686,pass686,ID,North Carolina School of Science and Mathematics,Durham,NC,0.55,2028,Religion/Religious Studies,Fine Arts and Art Studies,560,410,21,7,8,27,16,480,320,640,730,200,300,440,360,310,0
test687,pass687,KY,North Carolina School of Science and Mathematics,Durham,NC,2.71,2021,Sociology,Political Science and Government,640,210,6,26,30,2,16,700,490,630,310,520,420,310,790,560,3
test688,pass688,MS,North Carolina School of Science and Mathematics,Durham,NC,3.15,2024,Sociology,Civil Engineering,670,670,28,31,14,17,22,340,780,590,700,460,330,280,430,290,2
test689,pass689,KS,North Carolina School of Science and Mathematics,Durham,NC,0.2,2020,Fashion/Apparel Design,Atmospheric Sciences and Meteorology,440,650,34,18,27,35,28,300,330,270,760,350,390,720,610,530,4
test690,pass690,SD,North Carolina School of Science and Mathematics,Durham,NC,3.1,2022,Clinical Laboratory Science/Medical Technology/Technologist,Sculpture,710,450,36,16,26,9,22,490,700,710,630,310,550,680,370,230,0
test691,pass691,UT,Northside College Preparatory High School,Chicago,IL,1.25,2028,Bioengineering and Biomedical Engineering,Biology/Biological Sciences,400,350,35,20,2,29,22,730,270,280,410,220,270,300,320,750,0
test692,pass692,FL,Northside College Preparatory High School,Chicago,IL,0.99,2026,Electrical and Electronics Engineering,Design and Applied Arts,480,300,12,18,30,7,17,770,440,220,330,620,450,420,230,670,10
test693,pass693,WV,Northside College Preparatory High School,Chicago,IL,2.72,2026,Printmaking,Asian Studies/Civilization,270,310,9,33,14,4,15,360,340,340,430,300,360,600,730,300,7
test694,pass694,WY,Northside College Preparatory High School,Chicago,IL,2.36,2025,Biochemistry,Linguistics,290,620,30,8,6,1,11,720,720,530,580,230,650,760,520,800,2
test695,pass695,HI,Northside College Preparatory High School,Chicago,IL,1.45,2025,Mechanical Engineering,Physical Sciences,290,620,13,23,14,18,17,280,380,470,660,660,260,660,610,340,8
test696,pass696,MN,Northside College Preparatory High School,Chicago,IL,3.04,2026,Visual and Performing Arts,Mechanical Engineering,560,340,33,17,16,28,24,240,660,310,690,570,470,540,660,600,0
test697,pass697,GA,Northside College Preparatory High School,Chicago,IL,2.88,2028,Cinematography and Film/Video Production,German Language and Literature,680,240,2,1,15,34,13,200,290,780,690,650,260,320,660,570,2
test698,pass698,MO,Northside College Preparatory High School,Chicago,IL,2.37,2027,Health Services/Allied Health/Health Sciences,Philosophy,550,570,8,22,10,13,13,270,730,610,660,420,350,510,730,600,0
test699,pass699,NV,Northside College Preparatory High School,Chicago,IL,1.48,2027,Engineering,Linguistics,720,560,23,5,6,12,12,620,360,550,710,640,750,530,260,600,1
test700,pass700,NC,Northside College Preparatory High School,Chicago,IL,3.93,2028,Civil Engineering,Respiratory Care Therapy/Therapist,580,610,5,32,28,13,20,760,340,500,720,700,420,420,220,450,6
test701,pass701,ND,Oakton High School,Vienna,VA,3.02,2021,Art Teacher Education,Social Work,470,710,7,11,16,8,10,660,240,790,750,280,610,230,780,330,1
test702,pass702,NM,Oakton High School,Vienna,VA,0.93,2023,Graphic Communications,Ecology,300,760,29,15,19,17,20,550,410,730,210,550,690,420,470,770,9
test703,pass703,MS,Oakton High School,Vienna,VA,0.61,2021,Visual and Performing Arts,Drawing,610,490,3,31,10,16,15,210,500,480,470,510,380,360,620,680,5
test704,pass704,TX,Oakton High School,Vienna,VA,1.38,2024,American/United States Studies/Civilization,Respiratory Care Therapy/Therapist,390,710,34,13,13,35,24,590,490,550,290,660,720,300,450,320,6
test705,pass705,NJ,Oakton High School,Vienna,VA,3.3,2026,English Language and Literature,Graphic Design,720,200,18,3,36,36,23,290,380,290,410,380,790,200,380,500,9
test706,pass706,NY,Oakton High School,Vienna,VA,1.96,2027,Architecture and Related Services,Metal and Jewelry Arts,770,750,29,14,15,18,19,200,630,330,720,750,390,260,470,770,2
test707,pass707,CO,Oakton High School,Vienna,VA,1.99,2020,African-American/Black Studies,Graphic Design,650,340,21,22,16,19,20,770,270,580,200,660,240,490,320,680,4
test708,pass708,SC,Oakton High School,Vienna,VA,2.28,2027,Environmental Design/Architecture,Athletic Training/Trainer,370,230,6,25,7,9,12,270,670,220,600,320,530,220,720,420,1
test709,pass709,UT,Oakton High School,Vienna,VA,2.71,2028,Anthropology,Visual and Performing Arts,230,730,22,15,15,20,18,210,480,560,750,630,530,310,210,330,9
test710,pass710,DE,Oakton High School,Vienna,VA,1.43,2028,Spanish Language and Literature,Illustration,740,300,20,13,15,25,18,550,290,550,540,490,690,710,800,480,10
test711,pass711,ME,Otsego High School,Otsego,MI,1.31,2020,Italian Language and Literature,Psychology,800,680,4,11,26,24,16,780,460,650,310,780,250,560,250,420,3
test712,pass712,NE,Otsego High School,Otsego,MI,3.82,2028,Business Administration and Management,Philosophy,700,520,2,27,25,27,20,540,710,200,370,500,520,560,620,410,4
test713,pass713,KS,Otsego High School,Otsego,MI,3.43,2021,Registered Nursing/Registered Nurse,Applied Mathematics,410,230,30,36,13,10,22,540,470,650,400,650,460,320,260,580,8
test714,pass714,NM,Otsego High School,Otsego,MI,3.44,2026,Art Teacher Education,Civil Engineering,770,530,15,20,11,20,16,320,760,670,740,480,690,780,370,710,9
test715,pass715,WY,Otsego High School,Otsego,MI,0.72,2027,Clinical Laboratory Science/Medical Technology/Technologist,Chemistry,360,360,28,3,10,17,14,340,660,220,440,220,500,580,290,780,3
test716,pass716,MS,Otsego High School,Otsego,MI,0.47,2027,Anthropology,Visual and Performing Arts,260,220,8,12,13,3,9,440,690,360,320,680,370,250,520,270,2
test717,pass717,SC,Otsego High School,Otsego,MI,0.52,2025,German Language and Literature,Multi-/Interdisciplinary Studies,640,210,25,6,4,27,16,370,750,440,750,740,330,740,580,750,7
test718,pass718,NY,Otsego High School,Otsego,MI,1.77,2027,Architecture and Related Services,Graphic Design,420,770,5,25,3,5,10,210,590,690,720,350,440,250,720,420,2
test719,pass719,MO,Otsego High School,Otsego,MI,0.7,2023,Chemical and Biomolecular Engineering,Sculpture,480,470,7,14,9,4,8,680,490,610,310,550,240,370,760,530,2
test720,pass720,MA,Otsego High School,Otsego,MI,3.12,2023,Anthropology,Music,450,250,16,13,6,10,11,460,610,340,620,520,620,260,480,440,3
test721,pass721,AR,Panther Creek High School,Cary,NC,3.98,2027,Philosophy,Registered Nursing/Registered Nurse,690,750,23,9,23,7,16,270,540,470,690,520,290,540,490,620,2
test722,pass722,NE,Panther Creek High School,Cary,NC,2.59,2028,Film/Cinema/Video Studies,Comparative Literature,410,640,29,6,28,16,20,780,800,760,320,450,660,720,630,630,8
test723,pass723,WA,Panther Creek High School,Cary,NC,1.26,2025,Design and Applied Arts,Design and Applied Arts,680,360,16,11,7,21,14,300,330,260,720,760,740,640,800,760,3
test724,pass724,NV,Panther Creek High School,Cary,NC,0.59,2021,Physics,Environmental Studies,790,530,32,36,19,9,24,400,280,290,390,690,580,420,540,480,3
test725,pass725,WI,Panther Creek High School,Cary,NC,3.8,2021,Illustration,Visual and Performing Arts,480,670,22,22,35,21,25,660,460,650,250,360,340,360,720,350,1
test726,pass726,IN,Panther Creek High School,Cary,NC,2.93,2024,Anthropology,Italian Language and Literature,420,740,4,17,32,5,14,200,620,230,450,640,300,300,540,760,5
test727,pass727,MN,Panther Creek High School,Cary,NC,0.53,2027,Polysomnography,Mechanical Engineering,460,710,7,7,30,25,17,510,360,580,640,560,350,250,590,340,7
test728,pass728,ME,Panther Creek High School,Cary,NC,1.46,2026,Film/Video and Photographic Arts,Art/Art Studies,550,260,26,18,4,35,21,220,630,240,230,660,270,580,490,400,9
test729,pass729,NV,Panther Creek High School,Cary,NC,2.83,2025,Civil Engineering,Visual and Performing Arts,250,750,36,24,23,31,28,280,200,430,350,490,390,320,570,590,7
test730,pass730,NC,Panther Creek High School,Cary,NC,3.9,2025,Computer and Information Sciences,Environmental Studies,200,340,30,9,28,33,25,250,640,360,560,520,780,690,410,340,2
test731,pass731,HI,Parish Hill High School,Chaplin,CT,2.48,2020,European Studies/Civilization,Chemical and Biomolecular Engineering,690,430,11,11,14,26,16,240,350,310,300,530,630,370,510,220,1
test732,pass732,FL,Parish Hill High School,Chaplin,CT,3.73,2023,Photography,Engineering,590,420,22,3,13,17,14,730,420,640,520,790,480,430,790,310,1
test733,pass733,ID,Parish Hill High School,Chaplin,CT,3.19,2022,Social Work,Printmaking,240,360,1,28,18,6,13,330,730,540,240,270,710,360,710,480,6
test734,pass734,MD,Parish Hill High School,Chaplin,CT,2.64,2028,Comparative Literature,Art/Art Studies,770,660,32,23,24,4,21,630,540,470,710,230,720,650,300,780,2
test735,pass735,UT,Parish Hill High School,Chaplin,CT,0.69,2026,Atmospheric Sciences and Meteorology,Film/Video and Photographic Arts,660,260,15,28,3,15,15,590,580,670,390,330,420,530,450,670,9
test736,pass736,WV,Parish Hill High School,Chaplin,CT,1.42,2023,African-American/Black Studies,Painting,200,300,32,10,28,34,26,620,730,230,480,670,740,380,300,200,1
test737,pass737,OR,Parish Hill High School,Chaplin,CT,3.67,2020,Political Science and Government,Drawing,270,560,12,9,29,2,13,700,390,700,630,760,680,260,420,600,10
test738,pass738,DE,Parish Hill High School,Chaplin,CT,3.27,2024,Environmental Studies,Multi-/Interdisciplinary Studies,280,410,5,22,33,19,20,370,710,450,710,720,280,250,530,640,4
test739,pass739,DE,Parish Hill High School,Chaplin,CT,3.06,2026,Music,Design and Applied Arts,250,470,13,9,34,17,18,420,710,260,590,420,660,510,220,790,8
test740,pass740,OR,Parish Hill High School,Chaplin,CT,1.64,2025,Italian Language and Literature,Intermedia/Multimedia,310,330,18,34,18,1,18,590,350,210,420,280,590,770,370,780,3
test741,pass741,WV,Parkway Central High School,Chesterfield,MO,1.02,2026,Mechanical Engineering,Atmospheric Sciences and Meteorology,790,600,10,29,4,35,20,700,720,390,330,420,230,270,590,590,7
test742,pass742,TN,Parkway Central High School,Chesterfield,MO,2.18,2021,Religion/Religious Studies,African-American/Black Studies,500,630,21,16,19,5,15,380,210,670,580,340,290,640,380,530,6
test743,pass743,NC,Parkway Central High School,Chesterfield,MO,3.36,2020,Human Computer Interaction,Applied Mathematics,790,300,13,26,13,35,22,240,680,380,490,360,310,710,210,520,0
test744,pass744,MO,Parkway Central High School,Chesterfield,MO,2.91,2020,Geology/Earth Science,Film/Video and Photographic Arts,670,660,30,11,24,35,25,450,740,260,690,530,560,660,650,390,3
test745,pass745,AR,Parkway Central High School,Chesterfield,MO,2.18,2026,Music,African-American/Black Studies,650,750,3,8,18,14,11,580,540,480,680,750,620,280,500,250,9
test746,pass746,KS,Parkway Central High School,Chesterfield,MO,2.76,2023,Physics,Electrical and Electronics Engineering,260,730,22,34,2,10,17,370,700,570,750,800,750,750,370,200,0
test747,pass747,MT,Parkway Central High School,Chesterfield,MO,3.34,2022,Environmental Design/Architecture,Visual and Performing Arts,340,380,15,27,15,3,15,430,440,560,720,230,730,770,770,410,6
test748,pass748,NE,Parkway Central High School,Chesterfield,MO,1.08,2028,Sculpture,English Language and Literature,470,330,34,10,14,27,21,210,470,240,280,660,660,490,610,360,0
test749,pass749,NH,Parkway Central High School,Chesterfield,MO,1.48,2023,Computer and Information Sciences,Ecology,600,670,10,19,26,33,22,330,200,370,460,240,760,540,230,280,8
test750,pass750,MD,Parkway Central High School,Chesterfield,MO,2.12,2027,Music,Religion/Religious Studies,210,730,12,1,31,36,20,210,770,610,640,350,720,410,220,700,5
test751,pass751,MA,Pelham Memorial High School,Pelham,NY,0.47,2025,Fine/Studio Arts,Cinematography and Film/Video Production,760,250,19,15,27,27,22,780,710,560,490,250,600,670,410,570,6
test752,pass752,CA,Pelham Memorial High School,Pelham,NY,0.99,2026,Business Administration and Management,Design and Applied Arts,680,720,34,27,4,26,23,690,280,250,520,660,470,430,470,260,8
test753,pass753,IN,Pelham Memorial High School,Pelham,NY,0.76,2021,Graphic Communications,Chemistry,710,370,31,18,33,30,28,630,340,650,400,430,770,400,610,440,2
test754,pass754,VT,Pelham Memorial High School,Pelham,NY,0.9,2026,Marine Biology and Biological Oceanography,Photography,560,640,36,25,6,9,19,540,790,320,330,780,490,600,740,560,7
test755,pass755,IN,Pelham Memorial High School,Pelham,NY,2.32,2027,Business Administration and Management,Computer Graphics,280,330,9,3,32,7,13,270,310,480,410,570,590,230,630,660,6
test756,pass756,SD,Pelham Memorial High School,Pelham,NY,3.38,2023,Design and Visual Communications,Environmental Design/Architecture,700,300,24,33,10,1,17,520,740,370,520,350,650,240,230,580,7
test757,pass757,NH,Pelham Memorial High School,Pelham,NY,3.73,2027,Cinematography and Film/Video Production,Graphic Communications,500,230,25,12,31,13,20,770,730,290,300,640,320,280,610,770,5
test758,pass758,WI,Pelham Memorial High School,Pelham,NY,2.8,2021,European Studies/Civilization,Architecture and Related Services,790,620,10,36,35,19,25,730,230,410,790,800,730,740,780,270,5
test759,pass759,MT,Pelham Memorial High School,Pelham,NY,0.8,2027,Visual and Performing Arts,Architecture and Related Services,340,470,31,13,33,34,28,210,690,260,220,270,410,630,580,610,3
test760,pass760,NE,Pelham Memorial High School,Pelham,NY,3.22,2024,Biochemistry,Health Services/Allied Health/Health Sciences,500,360,28,4,36,24,23,290,200,740,680,790,270,760,770,520,0
test761,pass761,NE,Piedmont High School,Piedmont,CA,1.92,2025,Health Services/Allied Health/Health Sciences,Sustainability Studies,570,550,15,7,25,21,17,710,230,260,300,440,680,720,210,240,7
test762,pass762,IA,Piedmont High School,Piedmont,CA,1.17,2026,Drama and Dramatics/Theatre Arts,Visual and Performing Arts,490,690,14,5,19,21,15,290,610,700,550,380,570,340,650,370,3
test763,pass763,WY,Piedmont High School,Piedmont,CA,2.18,2024,Cinematography and Film/Video Production,Fine/Studio Arts,530,300,3,23,3,30,15,480,210,490,260,570,710,750,320,650,2
test764,pass764,WY,Piedmont High School,Piedmont,CA,0.49,2024,Comparative Literature,Engineering,690,590,24,1,23,30,20,240,480,800,740,640,610,720,270,500,9
test765,pass765,NV,Piedmont High School,Piedmont,CA,0.65,2028,Political Science and Government,Film/Video and Photographic Arts,580,610,22,2,20,9,13,790,340,360,340,620,440,460,650,220,5
test766,pass766,PA,Piedmont High School,Piedmont,CA,3.96,2024,Film/Video and Photographic Arts,Ecology,590,550,15,27,3,3,12,560,230,750,330,660,540,590,780,490,3
test767,pass767,OK,Piedmont High School,Piedmont,CA,3.54,2025,Chemical and Biomolecular Engineering,Information Science/Studies,280,280,6,24,4,23,14,430,200,620,270,240,800,350,620,320,0
test768,pass768,MO,Piedmont High School,Piedmont,CA,3.83,2021,Chemical and Biomolecular Engineering,Biological and Physical Sciences,710,360,24,3,12,36,19,560,740,540,790,620,530,630,290,540,2
test769,pass769,OK,Piedmont High School,Piedmont,CA,0.91,2023,Music,Comparative Literature,480,510,19,35,5,33,23,330,740,530,420,690,410,640,570,520,6
test770,pass770,MT,Piedmont High School,Piedmont,CA,1.88,2021,Music,Graphic Communications,620,580,9,15,18,13,14,480,470,470,270,760,770,450,730,520,10
test771,pass771,VA,Providence High School,Charlotte,NC,2.35,2020,Atmospheric Sciences and Meteorology,Human Computer Interaction,610,490,31,11,2,20,16,790,530,720,610,770,540,730,320,220,10
test772,pass772,RI,Providence High School,Charlotte,NC,3.41,2024,Pharmacology,Asian Studies/Civilization,700,590,24,16,33,22,24,260,380,290,710,200,660,210,310,440,1
test773,pass773,KS,Providence High School,Charlotte,NC,3.85,2023,Cinematography and Film/Video Production,Bioengineering and Biomedical Engineering,710,310,34,11,23,18,22,760,520,570,630,210,410,380,680,490,10
test774,pass774,ND,Providence High School,Charlotte,NC,1.13,2025,Physics,European Studies/Civilization,590,590,9,27,13,18,17,270,220,380,450,590,610,530,290,570,2
test775,pass775,SC,Providence High School,Charlotte,NC,0.24,2024,Geology/Earth Science,Sculpture,390,660,7,3,28,4,10,290,320,620,580,700,700,320,660,680,7
test776,pass776,HI,Providence High School,Charlotte,NC,2.83,2023,Civil Engineering,Italian Language and Literature,590,330,6,3,9,5,6,520,620,560,280,410,210,300,680,240,9
test777,pass777,GA,Providence High School,Charlotte,NC,4,2027,Atmospheric Sciences and Meteorology,Marine Biology and Biological Oceanography,250,470,19,34,29,28,28,690,760,350,260,630,310,280,700,360,0
test778,pass778,AL,Providence High School,Charlotte,NC,3.57,2023,Sustainability Studies,German Language and Literature,700,380,22,5,28,2,14,220,510,300,610,510,340,450,650,730,8
